topic,ele_code,freq,name,long_name
16,7412,4,Advanced Tech Education Prog,Advanced Tech Education Prog
16,9150,4,EPSCoR Co-Funding,EPSCoR Co-Funding
16,162Y,18,ECR:BCSER Capcity STEM Ed Rscr,ECR:BCSER Capcity STEM Ed Rscr
16,7980,49,ECR-EHR Core Research,ECR-EHR Core Research
16,7261,53,Project & Program Evaluation,Project & Program Evaluation
16,1668,62,CYBERCORPS: SCHLAR FOR SER,CYBERCORPS: SCHLAR FOR SER
16,8060,78,Secure &Trustworthy Cyberspace,Secure and Trustworthy Cyberspace
16,1997,121,NRT,NSF Research Traineeship (NRT)
17,055Y,1,CISE Education and Workforce,CISE Education and Workforce
17,062Y,1,GCR-Growing Convergence Research,GCR-Growing Convergence Research
17,7959,1,MacroSysBIO & NEON-Enabled,MacroSysBIO & NEON-Enabled Science
17,1253,1,Office of Multidisciplinary Ac,Office of Multidisciplinary Activities
17,107Y,1,WoU-Windows on the Universe: T,WoU-Windows on the Universe: The Era of Multi-messenger Astrophysics
17,7645,1,Discovery Research K-12,Discovery Research K-12
17,125Y,1,Science of Science,Science of Science
17,7275,1,Cross-EF Activities,Cross-EF Activities
17,1998,1,IUSE,Imploving Undergraduate STEM Education (IUSE)
17,7259,1,AISL,Advencing Informal STEM Learning
17,7699,1,Integrat & Collab Ed & Rsearch,Integrat & Collab Ed & Rsearch
17,8624,3,IntgStrat Undst Neurl&Cogn Sys,IntgStrat Undst Neurl&Cogn Sys
17,104Y,3,NNA-Navigating the New Arctic,NNA-Navigating the New Arctic
17,7172,3,Graduate Research Fellowship,Graduate Research Fellowship
17,154Y,3,GVF - Global Venture Fund,GVF - Global Venture Fund
17,1536,3,S-STEM:Schlr Sci Tech Eng&Math,"S-STEM: Scholarships in Sci, Tech, Eng, and Math"
17,7412,4,Advanced Tech Education Prog,Advanced Tech Education Prog
17,9150,4,EPSCoR Co-Funding,EPSCoR Co-Funding
17,162Y,18,ECR:BCSER Capcity STEM Ed Rscr,ECR:BCSER Capcity STEM Ed Rscr
17,7980,49,ECR-EHR Core Research,ECR-EHR Core Research
17,7261,53,Project & Program Evaluation,Project & Program Evaluation
17,1668,62,CYBERCORPS: SCHLAR FOR SER,CYBERCORPS: SCHLAR FOR SER
17,8060,78,Secure &Trustworthy Cyberspace,Secure and Trustworthy Cyberspace
17,1997,121,NRT,NSF Research Traineeship (NRT)
18,055Y,1,CISE Education and Workforce,CISE Education and Workforce
18,062Y,1,GCR-Growing Convergence Research,GCR-Growing Convergence Research
18,7959,1,MacroSysBIO & NEON-Enabled,MacroSysBIO & NEON-Enabled Science
18,1253,1,Office of Multidisciplinary Ac,Office of Multidisciplinary Activities
18,107Y,1,WoU-Windows on the Universe: T,WoU-Windows on the Universe: The Era of Multi-messenger Astrophysics
18,7645,1,Discovery Research K-12,Discovery Research K-12
18,125Y,1,Science of Science,Science of Science
18,7275,1,Cross-EF Activities,Cross-EF Activities
18,1998,1,IUSE,Imploving Undergraduate STEM Education (IUSE)
18,7259,1,AISL,Advencing Informal STEM Learning
18,7699,1,Integrat & Collab Ed & Rsearch,Integrat & Collab Ed & Rsearch
18,8624,3,IntgStrat Undst Neurl&Cogn Sys,IntgStrat Undst Neurl&Cogn Sys
18,104Y,3,NNA-Navigating the New Arctic,NNA-Navigating the New Arctic
18,7172,3,Graduate Research Fellowship,Graduate Research Fellowship
18,154Y,3,GVF - Global Venture Fund,GVF - Global Venture Fund
18,1536,3,S-STEM:Schlr Sci Tech Eng&Math,"S-STEM: Scholarships in Sci, Tech, Eng, and Math"
18,7412,4,Advanced Tech Education Prog,Advanced Tech Education Prog
18,9150,4,EPSCoR Co-Funding,EPSCoR Co-Funding
18,162Y,18,ECR:BCSER Capcity STEM Ed Rscr,ECR:BCSER Capcity STEM Ed Rscr
18,7980,49,ECR-EHR Core Research,ECR-EHR Core Research
18,7261,53,Project & Program Evaluation,Project & Program Evaluation
18,1668,62,CYBERCORPS: SCHLAR FOR SER,CYBERCORPS: SCHLAR FOR SER
18,8060,78,Secure &Trustworthy Cyberspace,Secure and Trustworthy Cyberspace
18,1997,121,NRT,NSF Research Traineeship (NRT)
19,055Y,1,CISE Education and Workforce,CISE Education and Workforce
19,062Y,1,GCR-Growing Convergence Research,GCR-Growing Convergence Research
19,7959,1,MacroSysBIO & NEON-Enabled,MacroSysBIO & NEON-Enabled Science
19,1253,1,Office of Multidisciplinary Ac,Office of Multidisciplinary Activities
19,7699,1,Integrat & Collab Ed & Rsearch,Integrat & Collab Ed & Rsearch
19,107Y,1,WoU-Windows on the Universe: T,WoU-Windows on the Universe: The Era of Multi-messenger Astrophysics
19,7645,1,Discovery Research K-12,Discovery Research K-12
19,125Y,1,Science of Science,Science of Science
19,7275,1,Cross-EF Activities,Cross-EF Activities
19,1998,1,IUSE,Imploving Undergraduate STEM Education (IUSE)
19,7259,1,AISL,Advencing Informal STEM Learning
19,8624,3,IntgStrat Undst Neurl&Cogn Sys,IntgStrat Undst Neurl&Cogn Sys
19,104Y,3,NNA-Navigating the New Arctic,NNA-Navigating the New Arctic
19,7172,3,Graduate Research Fellowship,Graduate Research Fellowship
19,154Y,3,GVF - Global Venture Fund,GVF - Global Venture Fund
19,1536,3,S-STEM:Schlr Sci Tech Eng&Math,"S-STEM: Scholarships in Sci, Tech, Eng, and Math"
19,7412,4,Advanced Tech Education Prog,Advanced Tech Education Prog
19,9150,4,EPSCoR Co-Funding,EPSCoR Co-Funding
19,162Y,18,ECR:BCSER Capcity STEM Ed Rscr,ECR:BCSER Capcity STEM Ed Rscr
19,7980,49,ECR-EHR Core Research,ECR-EHR Core Research
19,7261,53,Project & Program Evaluation,Project & Program Evaluation
19,1668,62,CYBERCORPS: SCHLAR FOR SER,CYBERCORPS: SCHLAR FOR SER
19,8060,78,Secure &Trustworthy Cyberspace,Secure and Trustworthy Cyberspace
19,1997,121,NRT,NSF Research Traineeship (NRT)
20,055Y,1,CISE Education and Workforce,CISE Education and Workforce
20,062Y,1,GCR-Growing Convergence Research,GCR-Growing Convergence Research
20,7959,1,MacroSysBIO & NEON-Enabled,MacroSysBIO & NEON-Enabled Science
20,1253,1,Office of Multidisciplinary Ac,Office of Multidisciplinary Activities
20,107Y,1,WoU-Windows on the Universe: T,WoU-Windows on the Universe: The Era of Multi-messenger Astrophysics
20,7645,1,Discovery Research K-12,Discovery Research K-12
20,125Y,1,Science of Science,Science of Science
20,7275,1,Cross-EF Activities,Cross-EF Activities
20,1998,1,IUSE,Imploving Undergraduate STEM Education (IUSE)
20,7259,1,AISL,Advencing Informal STEM Learning
20,7699,1,Integrat & Collab Ed & Rsearch,Integrat & Collab Ed & Rsearch
20,8624,3,IntgStrat Undst Neurl&Cogn Sys,IntgStrat Undst Neurl&Cogn Sys
20,104Y,3,NNA-Navigating the New Arctic,NNA-Navigating the New Arctic
20,7172,3,Graduate Research Fellowship,Graduate Research Fellowship
20,154Y,3,GVF - Global Venture Fund,GVF - Global Venture Fund
20,1536,3,S-STEM:Schlr Sci Tech Eng&Math,"S-STEM: Scholarships in Sci, Tech, Eng, and Math"
20,7412,4,Advanced Tech Education Prog,Advanced Tech Education Prog
20,9150,4,EPSCoR Co-Funding,EPSCoR Co-Funding
20,162Y,18,ECR:BCSER Capcity STEM Ed Rscr,ECR:BCSER Capcity STEM Ed Rscr
20,7980,49,ECR-EHR Core Research,ECR-EHR Core Research
20,7261,53,Project & Program Evaluation,Project & Program Evaluation
20,1668,62,CYBERCORPS: SCHLAR FOR SER,CYBERCORPS: SCHLAR FOR SER
20,8060,78,Secure &Trustworthy Cyberspace,Secure and Trustworthy Cyberspace
20,1997,121,NRT,NSF Research Traineeship (NRT)
21,055Y,1,CISE Education and Workforce,CISE Education and Workforce
21,062Y,1,GCR-Growing Convergence Research,GCR-Growing Convergence Research
21,7959,1,MacroSysBIO & NEON-Enabled,MacroSysBIO & NEON-Enabled Science
21,1253,1,Office of Multidisciplinary Ac,Office of Multidisciplinary Activities
21,7699,1,Integrat & Collab Ed & Rsearch,Integrat & Collab Ed & Rsearch
21,107Y,1,WoU-Windows on the Universe: T,WoU-Windows on the Universe: The Era of Multi-messenger Astrophysics
21,7645,1,Discovery Research K-12,Discovery Research K-12
21,125Y,1,Science of Science,Science of Science
21,7275,1,Cross-EF Activities,Cross-EF Activities
21,1998,1,IUSE,Imploving Undergraduate STEM Education (IUSE)
21,7259,1,AISL,Advencing Informal STEM Learning
21,104Y,3,NNA-Navigating the New Arctic,NNA-Navigating the New Arctic
21,8624,3,IntgStrat Undst Neurl&Cogn Sys,IntgStrat Undst Neurl&Cogn Sys
21,7172,3,Graduate Research Fellowship,Graduate Research Fellowship
21,154Y,3,GVF - Global Venture Fund,GVF - Global Venture Fund
21,1536,3,S-STEM:Schlr Sci Tech Eng&Math,"S-STEM: Scholarships in Sci, Tech, Eng, and Math"
21,7412,4,Advanced Tech Education Prog,Advanced Tech Education Prog
21,9150,4,EPSCoR Co-Funding,EPSCoR Co-Funding
21,162Y,18,ECR:BCSER Capcity STEM Ed Rscr,ECR:BCSER Capcity STEM Ed Rscr
21,7980,49,ECR-EHR Core Research,ECR-EHR Core Research
21,7261,53,Project & Program Evaluation,Project & Program Evaluation
21,1668,62,CYBERCORPS: SCHLAR FOR SER,CYBERCORPS: SCHLAR FOR SER
21,8060,78,Secure &Trustworthy Cyberspace,Secure and Trustworthy Cyberspace
21,1997,121,NRT,NSF Research Traineeship (NRT)
22,055Y,1,CISE Education and Workforce,CISE Education and Workforce
22,062Y,1,GCR-Growing Convergence Research,GCR-Growing Convergence Research
22,7959,1,MacroSysBIO & NEON-Enabled,MacroSysBIO & NEON-Enabled Science
22,1253,1,Office of Multidisciplinary Ac,Office of Multidisciplinary Activities
22,7699,1,Integrat & Collab Ed & Rsearch,Integrat & Collab Ed & Rsearch
22,107Y,1,WoU-Windows on the Universe: T,WoU-Windows on the Universe: The Era of Multi-messenger Astrophysics
22,7645,1,Discovery Research K-12,Discovery Research K-12
22,125Y,1,Science of Science,Science of Science
22,7275,1,Cross-EF Activities,Cross-EF Activities
22,1998,1,IUSE,Imploving Undergraduate STEM Education (IUSE)
22,7259,1,AISL,Advencing Informal STEM Learning
22,104Y,3,NNA-Navigating the New Arctic,NNA-Navigating the New Arctic
22,8624,3,IntgStrat Undst Neurl&Cogn Sys,IntgStrat Undst Neurl&Cogn Sys
22,7172,3,Graduate Research Fellowship,Graduate Research Fellowship
22,154Y,3,GVF - Global Venture Fund,GVF - Global Venture Fund
22,1536,3,S-STEM:Schlr Sci Tech Eng&Math,"S-STEM: Scholarships in Sci, Tech, Eng, and Math"
22,7412,4,Advanced Tech Education Prog,Advanced Tech Education Prog
22,9150,4,EPSCoR Co-Funding,EPSCoR Co-Funding
22,162Y,18,ECR:BCSER Capcity STEM Ed Rscr,ECR:BCSER Capcity STEM Ed Rscr
22,7980,49,ECR-EHR Core Research,ECR-EHR Core Research
22,7261,53,Project & Program Evaluation,Project & Program Evaluation
22,1668,62,CYBERCORPS: SCHLAR FOR SER,CYBERCORPS: SCHLAR FOR SER
22,8060,78,Secure &Trustworthy Cyberspace,Secure and Trustworthy Cyberspace
22,1997,121,NRT,NSF Research Traineeship (NRT)
23,055Y,1,CISE Education and Workforce,CISE Education and Workforce
23,062Y,1,GCR-Growing Convergence Research,GCR-Growing Convergence Research
23,7959,1,MacroSysBIO & NEON-Enabled,MacroSysBIO & NEON-Enabled Science
23,1253,1,Office of Multidisciplinary Ac,Office of Multidisciplinary Activities
23,7699,1,Integrat & Collab Ed & Rsearch,Integrat & Collab Ed & Rsearch
23,107Y,1,WoU-Windows on the Universe: T,WoU-Windows on the Universe: The Era of Multi-messenger Astrophysics
23,7645,1,Discovery Research K-12,Discovery Research K-12
23,125Y,1,Science of Science,Science of Science
23,7275,1,Cross-EF Activities,Cross-EF Activities
23,1998,1,IUSE,Imploving Undergraduate STEM Education (IUSE)
23,7259,1,AISL,Advencing Informal STEM Learning
23,8624,3,IntgStrat Undst Neurl&Cogn Sys,IntgStrat Undst Neurl&Cogn Sys
23,104Y,3,NNA-Navigating the New Arctic,NNA-Navigating the New Arctic
23,7172,3,Graduate Research Fellowship,Graduate Research Fellowship
23,154Y,3,GVF - Global Venture Fund,GVF - Global Venture Fund
23,1536,3,S-STEM:Schlr Sci Tech Eng&Math,"S-STEM: Scholarships in Sci, Tech, Eng, and Math"
23,7412,4,Advanced Tech Education Prog,Advanced Tech Education Prog
23,9150,4,EPSCoR Co-Funding,EPSCoR Co-Funding
23,162Y,18,ECR:BCSER Capcity STEM Ed Rscr,ECR:BCSER Capcity STEM Ed Rscr
23,7980,49,ECR-EHR Core Research,ECR-EHR Core Research
23,7261,53,Project & Program Evaluation,Project & Program Evaluation
23,1668,62,CYBERCORPS: SCHLAR FOR SER,CYBERCORPS: SCHLAR FOR SER
23,8060,78,Secure &Trustworthy Cyberspace,Secure and Trustworthy Cyberspace
23,1997,121,NRT,NSF Research Traineeship (NRT)
24,055Y,1,CISE Education and Workforce,CISE Education and Workforce
24,062Y,1,GCR-Growing Convergence Research,GCR-Growing Convergence Research
24,7959,1,MacroSysBIO & NEON-Enabled,MacroSysBIO & NEON-Enabled Science
24,1253,1,Office of Multidisciplinary Ac,Office of Multidisciplinary Activities
24,7699,1,Integrat & Collab Ed & Rsearch,Integrat & Collab Ed & Rsearch
24,107Y,1,WoU-Windows on the Universe: T,WoU-Windows on the Universe: The Era of Multi-messenger Astrophysics
24,7645,1,Discovery Research K-12,Discovery Research K-12
24,125Y,1,Science of Science,Science of Science
24,7275,1,Cross-EF Activities,Cross-EF Activities
24,1998,1,IUSE,Imploving Undergraduate STEM Education (IUSE)
24,7259,1,AISL,Advencing Informal STEM Learning
24,104Y,3,NNA-Navigating the New Arctic,NNA-Navigating the New Arctic
24,8624,3,IntgStrat Undst Neurl&Cogn Sys,IntgStrat Undst Neurl&Cogn Sys
24,7172,3,Graduate Research Fellowship,Graduate Research Fellowship
24,154Y,3,GVF - Global Venture Fund,GVF - Global Venture Fund
24,1536,3,S-STEM:Schlr Sci Tech Eng&Math,"S-STEM: Scholarships in Sci, Tech, Eng, and Math"
24,7412,4,Advanced Tech Education Prog,Advanced Tech Education Prog
24,9150,4,EPSCoR Co-Funding,EPSCoR Co-Funding
24,162Y,18,ECR:BCSER Capcity STEM Ed Rscr,ECR:BCSER Capcity STEM Ed Rscr
24,7980,49,ECR-EHR Core Research,ECR-EHR Core Research
24,7261,53,Project & Program Evaluation,Project & Program Evaluation
24,1668,62,CYBERCORPS: SCHLAR FOR SER,CYBERCORPS: SCHLAR FOR SER
24,8060,78,Secure &Trustworthy Cyberspace,Secure and Trustworthy Cyberspace
24,1997,121,NRT,NSF Research Traineeship (NRT)
25,055Y,1,CISE Education and Workforce,CISE Education and Workforce
25,062Y,1,GCR-Growing Convergence Research,GCR-Growing Convergence Research
25,7959,1,MacroSysBIO & NEON-Enabled,MacroSysBIO & NEON-Enabled Science
25,1253,1,Office of Multidisciplinary Ac,Office of Multidisciplinary Activities
25,7699,1,Integrat & Collab Ed & Rsearch,Integrat & Collab Ed & Rsearch
25,107Y,1,WoU-Windows on the Universe: T,WoU-Windows on the Universe: The Era of Multi-messenger Astrophysics
25,7645,1,Discovery Research K-12,Discovery Research K-12
25,125Y,1,Science of Science,Science of Science
25,7275,1,Cross-EF Activities,Cross-EF Activities
25,1998,1,IUSE,Imploving Undergraduate STEM Education (IUSE)
25,7259,1,AISL,Advencing Informal STEM Learning
25,104Y,3,NNA-Navigating the New Arctic,NNA-Navigating the New Arctic
25,8624,3,IntgStrat Undst Neurl&Cogn Sys,IntgStrat Undst Neurl&Cogn Sys
25,7172,3,Graduate Research Fellowship,Graduate Research Fellowship
25,154Y,3,GVF - Global Venture Fund,GVF - Global Venture Fund
25,1536,3,S-STEM:Schlr Sci Tech Eng&Math,"S-STEM: Scholarships in Sci, Tech, Eng, and Math"
25,7412,4,Advanced Tech Education Prog,Advanced Tech Education Prog
25,9150,4,EPSCoR Co-Funding,EPSCoR Co-Funding
25,162Y,18,ECR:BCSER Capcity STEM Ed Rscr,ECR:BCSER Capcity STEM Ed Rscr
25,7980,49,ECR-EHR Core Research,ECR-EHR Core Research
25,7261,53,Project & Program Evaluation,Project & Program Evaluation
25,1668,62,CYBERCORPS: SCHLAR FOR SER,CYBERCORPS: SCHLAR FOR SER
25,8060,78,Secure &Trustworthy Cyberspace,Secure and Trustworthy Cyberspace
25,1997,121,NRT,NSF Research Traineeship (NRT)
