document,topic,gamma,amount,ele_code
2125858,3,0.066115702,2415108,1997
1953525,3,0.066115702,1376908,"1997, 7980"
1844136,3,0.063218391,250685,8060
1822567,3,0.0625,420377,1668
2125703,3,0.061452514,925924,1997
1753681,3,0.059936909,3003088,1668
1806889,3,0.059748428,NA,NA
2105718,3,0.059322034,442383,1997
1931724,3,0.058823529,532000,8060
1919004,3,0.058035714,541524,8060
1821744,3,0.055837563,3.00E+05,8060
1821788,3,0.053475936,315984,8060
1821766,3,0.052083333,294280,8060
2125865,3,0.052054795,2999920,1997
2011117,3,0.051792829,415999,8060
2021628,3,0.051351351,3.00E+06,1997
1922598,3,0.050847458,2999928,"1997, 7261"
1922072,3,0.050583658,2574236,1668
2022023,3,0.050480769,2999986,1997
2115028,3,0.05019305,297712,8060
1946599,3,0.05015674,1650474,1668
2114892,3,0.048275862,299993,8060
2125606,3,0.047486034,2.00E+06,1997
2025349,3,0.046822742,232866,162Y
2140003,3,0.046666667,NA,NA
1828288,3,0.046391753,2995676,"1997, 9150"
1829071,3,0.045901639,3.00E+06,"1997, 7261"
1946650,3,0.045045045,976616,1668
1820640,3,0.044642857,497000,1668
1922658,3,0.044585987,3.00E+06,1997
1754092,3,0.044444444,4099434,1668
2017950,3,0.043859649,200562,7980
1946626,3,0.043650794,922706,1668
1821794,3,0.043062201,299998,8060
2123024,3,0.04245283,59286,1668
1820609,3,0.042372881,499594,1668
1922202,3,0.042372881,2324333,"1668, 8060"
1821822,3,0.042105263,363999,8060
1821775,3,0.041474654,299977,8060
1937778,3,0.041297935,385300,"162Y, 7980"
2028397,3,0.041044776,397826,8060
2021874,3,0.041002278,2999878,1997
2126023,3,0.04048583,349948,162Y
1921576,3,0.03986711,2732877,1668
1922579,3,0.039344262,2822789,"1997, 7261"
2039288,3,0.039344262,299990,8060
1828902,3,0.038575668,2994781,"1997, 7261"
2113955,3,0.038167939,299999,8060
1828466,3,0.038095238,2998314,"1997, 7261"
2039616,3,0.03785489,335982,8060
2125677,3,0.037688442,3.00E+06,1997
2021900,3,0.036827195,2994994,1997
2022036,3,0.036585366,2998915,1997
2000599,3,0.036474164,831276,7980
1955049,3,0.036253776,499449,1997
1821841,3,0.035897436,279448,8060
2031066,3,0.035842294,263216,7980
1828993,3,0.035483871,3.00E+06,"1997, 7261"
1855841,3,0.035335689,331009,"1997, 7261"
2039445,3,0.034602076,3.00E+05,8060
1846321,3,0.034482759,379809,7980
2039610,3,0.034013605,3.00E+05,8060
1901733,3,0.034013605,43831,8060
2043084,3,0.033333333,1518705,1668
1829008,3,0.033333333,2993421,"1997, 7261"
2041788,3,0.033333333,299777,8060
2021540,3,0.032967033,3.00E+06,1997
2125362,3,0.032663317,1994676,1997
1922761,3,0.032345013,2999998,"1997, 7261"
1922551,3,0.031976744,2998051,"1997, 7261"
1922694,3,0.031862745,2998456,"1997, 7261"
1922758,3,0.031791908,3.00E+06,"1997, 7261"
2125510,3,0.030898876,1999902,1997
1806874,3,0.030674847,490804,"1997, 7261"
1940221,3,0.030120482,83755,7980
1912474,3,0.029891304,1367185,7980
2042996,3,0.029739777,954746,1668
2125295,3,0.029585799,2999513,1997
2043250,3,0.029508197,1540696,1668
1946607,3,0.029032258,1634366,1668
1922642,3,0.028818444,3.00E+06,"1997, 7261"
1928820,3,0.028571429,233212,7261
1828820,3,0.027777778,2997865,"1997, 7261"
2125748,3,0.027707809,2984140,1997
2043022,3,0.027692308,957943,
1750038,3,0.027667984,2170960,1668
1926789,3,0.027667984,999834,"7980, 8624"
2113803,3,0.027607362,299995,8060
2039606,3,0.027607362,308000,8060
2100139,3,0.027303754,1334745,"125Y, 7980"
2125798,3,0.027247956,3.00E+06,1997
1955062,3,0.026946108,389619,1997
2038029,3,0.026865672,3.00E+05,8060
2039634,3,0.026706231,3.00E+05,8060
1723734,3,0.026666667,499287,1668
1807086,3,0.026392962,124413,1997
1820685,3,0.026217228,499964,1668
2032292,3,0.026162791,4.00E+05,
2025257,3,0.025806452,228379,162Y
1828910,3,0.025568182,3057335,"1997, 7261"
1947295,3,0.025477707,444665,8060
2032122,3,0.025316456,145000,7980
2114660,3,0.025236593,304761,162Y
2042416,3,0.024922118,1396284,1668
2100155,3,0.024922118,764191,7980
1914771,3,0.024896266,1683319,1668
1829075,3,0.024725275,2899112,"1997, 7261, 7699"
1915780,3,0.024590164,522175,8060
1754085,3,0.024561404,2209592,1668
2037360,3,0.024390244,236486,"162y, 7980"
2021871,3,0.023684211,2999289,1997
2100355,3,0.023668639,487909,7980
1922687,3,0.023316062,2998770,"1997, 7261"
2039408,3,0.023076923,299810,8060
1920529,3,0.022988506,673249,7980
2022040,3,0.022792023,2999525,1997
2041856,3,0.022727273,554762110,7172
2122416,3,0.022641509,499971,8060
1954946,3,0.022435897,499978,1997
2054968,3,0.022364217,113025,8060
2105723,3,0.022140221,5.00E+05,1997
1946557,3,0.021917808,1062699,1668
1946619,3,0.021333333,1290495,1668
1856189,3,0.021148036,499797,"1997, 7261"
1922649,3,0.021108179,2999967,"1997, 7261"
2104532,3,0.020618557,399986,8060
2021744,3,0.02027027,2999999,1997
1821829,3,0.020100503,299998,8060
1807056,3,0.019736842,498950,"1997, 7261"
1821666,3,0.019685039,3.00E+05,8060
2105801,3,0.019607843,391012,8060
1835309,3,0.019553073,999375,"7980, 8624"
1828942,3,0.019498607,2907236,"1997, 7261"
1946537,3,0.019444444,1457244,1668
1954978,3,0.019354839,5.00E+05,1997
1828149,3,0.019283747,2999967,"1997, 7261"
1922270,3,0.018987342,849138,1668
2043302,3,0.018808777,907904,1668
1828974,3,0.018766756,3020324,"1997, 7261"
1941415,3,0.018404908,1658202,1668
1922004,3,0.018372703,3.00E+06,"1997, 7261"
2043237,3,0.018348624,1422198,1668
2105726,3,0.018348624,458240,1997
1900210,3,0.018181818,3.00E+05,8060
2125913,3,0.018181818,3.00E+06,1997
2039583,3,0.018126888,3.00E+05,8060
1954776,3,0.018050542,512063,1997
1954923,3,0.017492711,5.00E+05,1997
1828869,3,0.017391304,2997405,"1997, 7261"
2000750,3,0.01734104,512509,7980
1922697,3,0.01734104,3115884,"1997, 7261"
1761008,3,0.017301038,2534716,7980
1841792,3,0.017241379,246863,7980
1920550,3,0.017182131,1421955,7980
1856346,3,0.017123288,959082,"1997, 7261"
2025686,3,0.017045455,NA,NA
1922512,3,0.017045455,2999661,"1997, 7261"
1754014,3,0.016949153,3133673,1668
2043106,3,0.016806723,1383804,
1921813,3,0.016806723,2383240,1668
2125872,3,0.016746411,3.00E+06,"1997, 9150"
2125758,3,0.016627078,2999701,1997
2042882,3,0.016620499,1348615,1668
1761158,3,0.01659751,477224,7980
1943041,3,0.016260163,290745,7980
1922639,3,0.016172507,2999967,"1997, 7261"
2043104,3,0.016129032,1324935,1668
2115025,3,0.016129032,299941,8060
1921485,3,0.015923567,2445818,1668
1848789,3,0.015673981,30258,1997
1828822,3,0.015673981,3018896,"1997, 7261"
2114824,3,0.015625,312568,"054y, 8060"
2105251,3,0.015384615,5.00E+05,1997
2114952,3,0.01529052,3.00E+05,8060
1937251,3,0.015151515,1195630,"162Y, 7980"
2114808,3,0.015060241,299987,8060
1828571,3,0.015015015,2998366,"1997, 7261"
1855886,3,0.01497006,499649,"1997, 7261"
1842074,3,0.014705882,NA,NA
1956193,3,0.014563107,NA,NA
1820573,3,0.014492754,499853,1668
1954967,3,0.014409222,495993,1997
1821560,3,0.014354067,299999,8060
2113981,3,0.014285714,399974,1668
1806705,3,0.014134276,580188,1997
1806904,3,0.014084507,440743,"1997, 7261"
2022168,3,0.014005602,3.00E+06,1997
2054920,3,0.013888889,NA,NA
1922666,3,0.013850416,2980383,"1997, 7261"
1806664,3,0.013793103,433997,"1997, 7261"
1806698,3,0.01369863,497820,"1997, 7261, 9150"
1760993,3,0.01369863,1465787,7980
2114981,3,0.013651877,299481,8060
2100343,3,0.013605442,655321,7980
1821753,3,0.013574661,299935,8060
1937738,3,0.013468013,342101,7980
2125483,3,0.013333333,349948,162Y
2139901,3,0.013333333,NA,NA
1914613,3,0.012987013,497356,"7412, 8060"
2039612,3,0.012820513,299923,8060
1806908,3,0.012779553,490101,"1997, 7261"
2100234,3,0.012779553,882756,7980
1842678,3,0.012711864,20000,1668
2038483,3,0.012658228,297719,8060
1820666,3,0.012658228,882952,1668
1903152,3,0.012658228,36907,7261
1934782,3,0.0125,316000,1668
1806815,3,0.0125,499908,"1997, 7261"
2125940,3,0.012345679,335948,162Y
2022138,3,0.012345679,3.00E+06,1997
2039637,3,0.012307692,299987,8060
2125727,3,0.012307692,2998922,1997
1856384,3,0.012232416,499898,"1997, 7261"
2125733,3,0.012195122,3.00E+06,1997
1927550,3,0.012096774,481761,8060
2125921,3,0.011976048,1969598,"1997, 7959"
2023234,3,0.011904762,349552,162Y
1922560,3,0.011904762,2999379,"1997, 7261"
2043095,3,0.01179941,1352250,1668
2000388,3,0.01179941,1328108,"7645, 7980"
1824258,3,0.011764706,299947,8060
2021713,3,0.011730205,2998114,"054Y, 104Y, 1997"
1934285,3,0.011538462,498907,8060
1903423,3,0.011450382,499164,8060
1951688,3,0.011363636,533658,8060
2041960,3,0.011331445,316000,8060
1937490,3,0.011278195,1425654,7980
2048018,3,0.011235955,245220,7980
1855925,3,0.010989011,499174,"1997, 7261"
1937714,3,0.010909091,349667,7980
2055062,3,0.010830325,1109100,7980
2022055,3,0.010810811,2999859,"054Y, 1997"
2043324,3,0.010752688,1917081,1668
1842287,3,0.010752688,568831,"1536, 1668, 7412"
2041970,3,0.010600707,299945,8060
1946553,3,0.010600707,1756591,1668
1921840,3,0.010582011,2527837,1668
2021693,3,0.010582011,2748866,1997
1856302,3,0.010416667,499835,"1997, 7261"
2024584,3,0.010204082,193853,162Y
2105721,3,0.010025063,499749,1997
2126031,3,0.009933775,293442,162Y
2030313,3,0.009925558,163033,1997
2138250,3,0.009836066,99879,1997
2114936,3,0.009584665,NA,NA
2105661,3,0.009584665,420299,1997
2114789,3,0.00955414,3.00E+05,8060
1912753,3,0.009478673,481360,8060
2114680,3,0.009463722,298214,8060
2022190,3,0.009456265,3.00E+06,"104Y, 1997"
1946442,3,0.009375,1617544,1668
2125764,3,0.009287926,3.00E+06,"107Y, 1997"
1761249,3,0.009202454,492531,7980
2000483,3,0.009174312,939673,7980
1856394,3,0.009146341,499957,"1997, 7261"
1820686,3,0.00913242,498425,1668
1926736,3,0.008955224,393394,"7980, 8624"
2100134,3,0.00877193,399826,1668
2000847,3,0.008547009,690027,7980
1754054,3,0.008438819,2502208,1668
1956114,3,0.008403361,828194,7980
1820531,3,0.008,5.00E+05,1668
1760894,3,0.007978723,2474180,7980
1819521,3,0.007874016,NA,NA
2037658,3,0.007843137,4.00E+05,8060
1806607,3,0.0078125,598989,"1997, 7261"
1949922,3,0.007722008,318639,7980
1760831,3,0.007633588,733392,7980
2025046,3,0.007614213,277359,162Y
1761251,3,0.007490637,169057,7980
1855978,3,0.007407407,389708,"1997, 7261"
1920560,3,0.007281553,1489273,7980
2121898,3,0.007272727,227519,162Y
2115008,3,0.007246377,297575,8060
2000865,3,0.007117438,496963,7980
2126059,3,0.007042254,325009,162Y
2112689,3,0.006968641,48765,7980
2114911,3,0.006779661,299557,8060
2114974,3,0.006756757,299934,8060
2015554,3,0.006756757,399999,8060
2030148,3,0.006711409,200466,1997
2125924,3,0.006711409,3.00E+06,"1253, 1997"
2117073,3,0.006622517,492892,8060
1760884,3,0.006578947,499996,7980
1842096,3,0.006578947,7564135,"1536, 1668, 7412"
1822030,3,0.006557377,37167,"1997, 7980"
1921726,3,0.006493506,4191301,1668
2025162,3,0.006430868,348866,162Y
2024020,3,0.006389776,313087,162Y
1954836,3,0.006349206,497799,1997
2105635,3,0.006289308,499997,1997
1922398,3,0.006116208,2574805,1668
2105254,3,0.006116208,NA,NA
1955109,3,0.006097561,5.00E+05,1997
2021791,3,0.006079027,2999999,"1997, 7275"
1806323,3,0.006006006,499997,"1997, 7261"
2120888,3,0.005586592,459224,162Y
1937612,3,0.005494505,998257,7980
1919326,3,0.005405405,694964,7980
2105489,3,0.005167959,499870,1997
2125684,3,0.004914005,1999736,1997
2125868,3,0.004796163,2999658,"104Y, 1997"
1806593,3,0.004728132,478443,"1997, 7261"
1821775,4,0.299539171,299977,8060
2054920,4,0.260416667,NA,NA
1919004,4,0.160714286,541524,8060
2113981,4,0.132142857,399974,1668
1926789,4,0.130434783,999834,"7980, 8624"
1824258,4,0.101960784,299947,8060
2114911,4,0.091525424,299557,8060
1921813,4,0.088235294,2383240,1668
1754085,4,0.087719298,2209592,1668
1922291,4,0.085820896,2026410,1668
2042996,4,0.085501859,954746,1668
2114200,4,0.085409253,399674,8060
1955049,4,0.081570997,499449,1997
1907537,4,0.077868852,320446,8060
1761158,4,0.074688797,477224,7980
1821766,4,0.072916667,294280,8060
2105635,4,0.072327044,499997,1997
1912753,4,0.071090047,481360,8060
1821829,4,0.070351759,299998,8060
1920529,4,0.068965517,673249,7980
1820686,4,0.068493151,498425,1668
1946607,4,0.067741935,1634366,1668
1922398,4,0.067278287,2574805,1668
1926736,4,0.065671642,393394,"7980, 8624"
2039612,4,0.064102564,299923,8060
1956193,4,0.063106796,NA,NA
2039354,4,0.062271062,313881,8060
1946493,4,0.06031746,837422,1668
2125677,4,0.060301508,3.00E+06,1997
2114808,4,0.060240964,299987,8060
1806705,4,0.060070671,580188,1997
2114680,4,0.059936909,298214,8060
1928820,4,0.057142857,233212,7261
1922687,4,0.056994819,2998770,"1997, 7261"
1955062,4,0.056886228,389619,1997
1821841,4,0.056410256,279448,8060
1821788,4,0.053475936,315984,8060
2139901,4,0.053333333,NA,NA
1754014,4,0.050847458,3133673,1668
1820573,4,0.050724638,499853,1668
2115008,4,0.050724638,297575,8060
1835309,4,0.05027933,999375,"7980, 8624"
1828822,4,0.05015674,3018896,"1997, 7261"
2039605,4,0.04950495,299566,8060
2122416,4,0.049056604,499971,8060
2011117,4,0.047808765,415999,8060
2043095,4,0.04719764,1352250,1668
1954923,4,0.04664723,5.00E+05,1997
1842678,4,0.046610169,20000,1668
1844136,4,0.045977011,250685,8060
1829071,4,0.045901639,3.00E+06,"1997, 7261"
1806904,4,0.045774648,440743,"1997, 7261"
1821744,4,0.045685279,3.00E+05,8060
1954978,4,0.04516129,5.00E+05,1997
1915780,4,0.045081967,522175,8060
2022190,4,0.044917258,3.00E+06,"104Y, 1997"
1806664,4,0.044827586,433997,"1997, 7261"
1820640,4,0.044642857,497000,1668
1723734,4,0.044444444,499287,1668
1922666,4,0.04432133,2980383,"1997, 7261"
1937778,4,0.044247788,385300,"162Y, 7980"
1820531,4,0.044,5.00E+05,1668
2021713,4,0.04398827,2998114,"054Y, 104Y, 1997"
1829075,4,0.043956044,2899112,"1997, 7261, 7699"
2121898,4,0.043636364,227519,162Y
1846321,4,0.043103448,379809,7980
2021791,4,0.042553191,2999999,"1997, 7275"
1855841,4,0.042402827,331009,"1997, 7261"
1921726,4,0.042207792,4191301,1668
2048018,4,0.042134831,245220,7980
1956114,4,0.042016807,828194,7980
1855886,4,0.041916168,499649,"1997, 7261"
1828149,4,0.041322314,2999967,"1997, 7261"
1753983,4,0.040723982,3080555,1668
2105723,4,0.040590406,5.00E+05,1997
2126023,4,0.04048583,349948,162Y
2125483,4,0.04,349948,162Y
1955109,4,0.039634146,5.00E+05,1997
1922004,4,0.039370079,3.00E+06,"1997, 7261"
2038029,4,0.03880597,3.00E+05,8060
2126059,4,0.038732394,325009,162Y
2021874,4,0.038724374,2999878,1997
1821794,4,0.038277512,299998,8060
1947295,4,0.038216561,444665,8060
1912474,4,0.038043478,1367185,7980
2041856,4,0.037878788,554762110,7172
1848789,4,0.037617555,30258,1997
1946619,4,0.037333333,1290495,1668
2041788,4,0.037037037,299777,8060
2125727,4,0.036923077,2998922,1997
1856394,4,0.036585366,499957,"1997, 7261"
1856189,4,0.036253776,499797,"1997, 7261"
1821753,4,0.036199095,299935,8060
2105489,4,0.036175711,499870,1997
2138250,4,0.036065574,99879,1997
1806323,4,0.036036036,499997,"1997, 7261"
2113839,4,0.035947712,215000,8060
2125295,4,0.035502959,2999513,1997
2025162,4,0.035369775,348866,162Y
1761008,4,0.034602076,2534716,7980
2125684,4,0.034398034,1999736,1997
1922512,4,0.034090909,2999661,"1997, 7261"
2021900,4,0.033994334,2994994,1997
2105718,4,0.033898305,442383,1997
1820685,4,0.033707865,499964,1668
1761251,4,0.033707865,169057,7980
2043106,4,0.033613445,1383804,
1934782,4,0.033333333,316000,1668
1829008,4,0.033333333,2993421,"1997, 7261"
1754092,4,0.033333333,4099434,1668
2025046,4,0.032994924,277359,162Y
1807056,4,0.032894737,498950,"1997, 7261"
1822030,4,0.032786885,37167,"1997, 7980"
1753900,4,0.032679739,4164665,1668
2105661,4,0.031948882,420299,1997
1922697,4,0.031791908,3115884,"1997, 7261"
1750038,4,0.031620553,2170960,1668
1821666,4,0.031496063,3.00E+05,8060
1828910,4,0.03125,3057335,"1997, 7261"
2022138,4,0.030864198,3.00E+06,1997
2022168,4,0.030812325,3.00E+06,1997
1934285,4,0.030769231,498907,8060
2105251,4,0.030769231,5.00E+05,1997
2120888,4,0.030726257,459224,162Y
2114981,4,0.030716724,299481,8060
2039606,4,0.030674847,308000,8060
1806874,4,0.030674847,490804,"1997, 7261"
2015554,4,0.030405405,399999,8060
1937738,4,0.03030303,342101,7980
2125913,4,0.03030303,3.00E+06,1997
2030148,4,0.030201342,200466,1997
2125362,4,0.030150754,1994676,1997
2125865,4,0.030136986,2999920,1997
1940221,4,0.030120482,83755,7980
1921576,4,0.029900332,2732877,1668
2030313,4,0.029776675,163033,1997
2023234,4,0.029761905,349552,162Y
1922202,4,0.029661017,2324333,"1668, 8060"
1921840,4,0.029100529,2527837,1668
1922642,4,0.028818444,3.00E+06,"1997, 7261"
1806908,4,0.028753994,490101,"1997, 7261"
2022040,4,0.028490028,2999525,1997
1943041,4,0.028455285,290745,7980
2039616,4,0.028391167,335982,8060
2123024,4,0.028301887,59286,1668
1946599,4,0.028213166,1650474,1668
1946626,4,0.027777778,922706,1668
1856302,4,0.027777778,499835,"1997, 7261"
2113803,4,0.027607362,299995,8060
1941415,4,0.027607362,1658202,1668
2105721,4,0.027568922,499749,1997
2000483,4,0.027522936,939673,7980
2125733,4,0.027439024,3.00E+06,1997
1760993,4,0.02739726,1465787,7980
1946557,4,0.02739726,1062699,1668
1900210,4,0.027272727,3.00E+05,8060
1922694,4,0.026960784,2998456,"1997, 7261"
2125924,4,0.026845638,3.00E+06,"1253, 1997"
2025349,4,0.026755853,232866,162Y
1828902,4,0.026706231,2994781,"1997, 7261"
1922169,4,0.02661597,2391193,1668
1821822,4,0.026315789,363999,8060
2125758,4,0.026128266,2999701,1997
2028397,4,0.026119403,397826,8060
1914613,4,0.025974026,497356,"7412, 8060"
2043084,4,0.025925926,1518705,1668
1828288,4,0.025773196,2995676,"1997, 9150"
2125528,4,0.025714286,2999967,1997
2041960,4,0.025495751,316000,8060
1954836,4,0.025396825,497799,1997
1931724,4,0.025210084,532000,8060
1842287,4,0.025089606,568831,"1536, 1668, 7412"
2043302,4,0.02507837,907904,1668
1946537,4,0.025,1457244,1668
2100155,4,0.024922118,764191,7980
2000865,4,0.024911032,496963,7980
1914771,4,0.024896266,1683319,1668
2041970,4,0.024734982,299945,8060
1806698,4,0.024657534,497820,"1997, 7261, 9150"
1931800,4,0.024489796,499595,8060
2000599,4,0.024316109,831276,7980
2039583,4,0.024169184,3.00E+05,8060
2000388,4,0.02359882,1328108,"7645, 7980"
1807086,4,0.023460411,124413,1997
2114824,4,0.0234375,312568,"054y, 8060"
1821780,4,0.0234375,308000,"1668, 8060"
2117073,4,0.023178808,492892,8060
2029632,4,0.022988506,4.00E+05,8060
2043250,4,0.02295082,1540696,1668
1903423,4,0.022900763,499164,8060
1937490,4,0.022556391,1425654,7980
1828820,4,0.022222222,2997865,"1997, 7261"
1922270,4,0.022151899,849138,1668
2042700,4,0.022151899,2200200,1668
2125858,4,0.022038567,2415108,1997
1954776,4,0.02166065,512063,1997
2125940,4,0.021604938,335948,162Y
1922761,4,0.021563342,2999998,"1997, 7261"
1854494,4,0.021459227,32940,8060
2105254,4,0.021406728,NA,NA
1760894,4,0.021276596,2474180,7980
1820609,4,0.021186441,499594,1668
1820666,4,0.021097046,882952,1668
1828571,4,0.021021021,2998366,"1997, 7261"
1922560,4,0.020833333,2999379,"1997, 7261"
2114892,4,0.020689655,299993,8060
2104532,4,0.020618557,399986,8060
2039610,4,0.020408163,3.00E+05,8060
2037360,4,0.020325203,236486,"162y, 7980"
2114974,4,0.02027027,299934,8060
1922758,4,0.020231214,3.00E+06,"1997, 7261"
2000847,4,0.01994302,690027,7980
1922579,4,0.019672131,2822789,"1997, 7261"
2125510,4,0.019662921,1999902,1997
2125906,4,0.019662921,2995850,1997
2022036,4,0.019512195,2998915,1997
2025257,4,0.019354839,228379,162Y
2115025,4,0.019354839,299941,8060
2115028,4,0.019305019,297712,8060
1954946,4,0.019230769,499978,1997
2039408,4,0.019230769,299810,8060
2114936,4,0.019169329,NA,NA
2024020,4,0.019169329,313087,162Y
2100234,4,0.019169329,882756,7980
1821560,4,0.019138756,299999,8060
