document,topic,gamma
2021871,7,0.028947368
1761158,7,0.029045643
2105801,7,0.029411765
1921813,7,0.029411765
2043095,7,0.029498525
2039634,7,0.029673591
1922291,7,0.029850746
2125921,7,0.02994012
1828571,7,0.03003003
1854494,7,0.030042918
2041856,7,0.03030303
2113955,7,0.030534351
2043237,7,0.03058104
1760884,7,0.030701754
2125906,7,0.030898876
2114892,7,0.031034483
1824258,7,0.031372549
1922598,7,0.031476998
2126059,7,0.031690141
1855841,7,0.03180212
1946553,7,0.03180212
2039354,7,0.032967033
1828820,7,0.033333333
2140003,7,0.033333333
2120888,7,0.033519553
2039606,7,0.033742331
2015554,7,0.033783784
1946442,7,0.034375
1922642,7,0.034582133
2021585,7,0.034700315
2032292,7,0.034883721
1954836,7,0.034920635
1946493,7,0.034920635
1922658,7,0.035031847
1806908,7,0.03514377
1821780,7,0.03515625
2125677,7,0.035175879
2000388,7,0.03539823
2113981,7,0.035714286
1919004,7,0.035714286
1921726,7,0.035714286
2042882,7,0.03601108
1828288,7,0.036082474
1954776,7,0.036101083
1940221,7,0.036144578
1820573,7,0.036231884
1829008,7,0.036363636
2039637,7,0.036923077
1922649,7,0.036939314
2039445,7,0.038062284
1954946,7,0.038461538
2125295,7,0.038461538
1828149,7,0.038567493
1922180,7,0.038732394
2038029,7,0.03880597
1926736,7,0.03880597
1955049,7,0.039274924
2114952,7,0.039755352
2121898,7,0.04
1760831,7,0.040712468
1901733,7,0.040816327
2114981,7,0.040955631
1907537,7,0.040983607
2039616,7,0.041009464
1920560,7,0.041262136
1922666,7,0.041551247
1856302,7,0.041666667
1829004,7,0.041899441
1931724,7,0.042016807
1821822,7,0.042105263
1806904,7,0.042253521
1951688,7,0.042613636
1946619,7,0.042666667
1856384,7,0.042813456
2125748,7,0.042821159
2125528,7,0.042857143
2126031,7,0.043046358
1821794,7,0.043062201
2037658,7,0.043137255
1922591,7,0.043583535
2043302,7,0.043887147
1922687,7,0.044041451
1820640,7,0.044642857
2022168,7,0.044817927
2125913,7,0.045454545
1821744,7,0.045685279
1934782,7,0.045833333
1844136,7,0.045977011
2105489,7,0.046511628
1829075,7,0.046703297
1821766,7,0.046875
2114660,7,0.047318612
2100355,7,0.047337278
2100234,7,0.047923323
1760993,7,0.047945205
2105718,7,0.048022599
2022055,7,0.048648649
1820685,7,0.048689139
2025349,7,0.050167224
1922202,7,0.050847458
2039610,7,0.051020408
1927550,7,0.052419355
1807086,7,0.052785924
1937778,7,0.053097345
1949922,7,0.054054054
1900210,7,0.054545455
1856394,7,0.054878049
1920550,7,0.054982818
2105721,7,0.055137845
2021713,7,0.055718475
2025686,7,0.056818182
1828466,7,0.057142857
1946607,7,0.058064516
2114824,7,0.05859375
2022138,7,0.058641975
1842074,7,0.058823529
1828902,7,0.059347181
2028397,7,0.059701493
2022040,7,0.05982906
2021540,7,0.06043956
2055062,7,0.061371841
1855978,7,0.061728395
2115028,7,0.061776062
1753900,7,0.062091503
1914771,7,0.062240664
2105723,7,0.062730627
2114936,7,0.063897764
1835309,7,0.06424581
2041960,7,0.065155807
2115008,7,0.065217391
2021744,7,0.065315315
1946537,7,0.066666667
2041788,7,0.066666667
2000599,7,0.066869301
2024020,7,0.067092652
2105726,7,0.067278287
1806815,7,0.06875
1931800,7,0.069387755
1828869,7,0.069565217
2125684,7,0.071253071
2043104,7,0.072580645
2021791,7,0.072948328
1941415,7,0.073619632
1806698,7,0.073972603
1821829,7,0.075376884
1922004,7,0.076115486
1821560,7,0.076555024
2025257,7,0.077419355
1946650,7,0.078078078
1806664,7,0.079310345
1912753,7,0.08056872
2114974,7,0.081081081
1821753,7,0.081447964
2021874,7,0.082004556
1955109,7,0.082317073
1921576,7,0.083056478
2113839,7,0.08496732
2105661,7,0.086261981
2054968,7,0.089456869
2011117,7,0.091633466
2113803,7,0.09202454
1821775,7,0.092165899
1820609,7,0.097457627
1855886,7,0.098802395
1855925,7,0.098901099
2039408,7,0.1
2114680,7,0.100946372
2041970,7,0.109540636
1806593,7,0.111111111
1807056,7,0.118421053
1912474,7,0.125
1954259,7,0.126984127
2115025,7,0.135483871
2105555,7,0.150537634
2114789,7,0.159235669
1806889,7,0.163522013
2100134,7,0.16374269
1820666,7,0.168776371
2022036,7,0.180487805
1846321,7,0.25
2022036,8,0.004878049
1829004,8,0.005586592
2041960,8,0.005665722
2125295,8,0.00591716
1955062,8,0.005988024
2000599,8,0.006079027
2114660,8,0.006309148
2021585,8,0.006309148
2100234,8,0.006389776
1829071,8,0.006557377
1760884,8,0.006578947
2021874,8,0.006833713
1761008,8,0.006920415
1806904,8,0.007042254
1820531,8,0.008
1931724,8,0.008403361
1922512,8,0.008522727
2125528,8,0.008571429
1922758,8,0.00867052
1828869,8,0.008695652
2021713,8,0.008797654
2023234,8,0.008928571
2038029,8,0.008955224
1753983,8,0.009049774
1820686,8,0.00913242
1955109,8,0.009146341
1856384,8,0.009174312
2022138,8,0.009259259
1753900,8,0.009803922
1921576,8,0.009966777
2025349,8,0.010033445
2114974,8,0.010135135
2114911,8,0.010169492
1760831,8,0.010178117
1806664,8,0.010344828
1912474,8,0.010869565
2105718,8,0.011299435
1828910,8,0.011363636
1922551,8,0.011627907
1821666,8,0.011811024
2125921,8,0.011976048
2022023,8,0.012019231
1922598,8,0.012106538
2021791,8,0.012158055
1806874,8,0.012269939
1806889,8,0.012578616
1753681,8,0.012618297
2039605,8,0.01320132
1723734,8,0.013333333
1822567,8,0.013392857
2015554,8,0.013513514
2100343,8,0.013605442
2039610,8,0.013605442
1900210,8,0.013636364
2125858,8,0.013774105
2114892,8,0.013793103
2125510,8,0.014044944
1806705,8,0.014134276
1806593,8,0.014184397
1951688,8,0.014204545
2000847,8,0.014245014
1754092,8,0.014814815
1926736,8,0.014925373
1855886,8,0.01497006
1820685,8,0.014981273
2039583,8,0.01510574
2113955,8,0.015267176
1920529,8,0.01532567
2113803,8,0.015337423
1934285,8,0.015384615
1922687,8,0.015544041
2032122,8,0.015822785
2021693,8,0.015873016
1922658,8,0.015923567
1760894,8,0.015957447
1946619,8,0.016
1954946,8,0.016025641
2025162,8,0.01607717
2125644,8,0.016129032
2126023,8,0.016194332
1919326,8,0.016216216
1761158,8,0.01659751
1835309,8,0.016759777
1956114,8,0.016806723
2029632,8,0.017241379
1922180,8,0.017605634
2126059,8,0.017605634
2125748,8,0.017632242
2000865,8,0.017793594
2039634,8,0.017804154
1940221,8,0.018072289
2105489,8,0.018087855
1955049,8,0.018126888
1937251,8,0.018181818
1806607,8,0.018229167
2039354,8,0.018315018
2105251,8,0.018461538
2028397,8,0.018656716
1806815,8,0.01875
2022190,8,0.01891253
2114680,8,0.018927445
1922270,8,0.018987342
2042700,8,0.018987342
2024020,8,0.019169329
2115028,8,0.019305019
1828993,8,0.019354839
1821780,8,0.01953125
2125684,8,0.01965602
2021900,8,0.019830028
2117073,8,0.01986755
1901733,8,0.020408163
1915780,8,0.020491803
1821841,8,0.020512821
1760993,8,0.020547945
2043095,8,0.020648968
2000388,8,0.020648968
1914771,8,0.020746888
2054920,8,0.020833333
1934782,8,0.020833333
1842678,8,0.021186441
1855841,8,0.021201413
2125733,8,0.021341463
1922398,8,0.021406728
2105254,8,0.021406728
1854494,8,0.021459227
2043104,8,0.021505376
2125940,8,0.021604938
1848789,8,0.021943574
1828822,8,0.021943574
1954259,8,0.022222222
2114789,8,0.022292994
2125606,8,0.022346369
1922291,8,0.02238806
1821753,8,0.022624434
2041856,8,0.022727273
2022040,8,0.022792023
2105801,8,0.022875817
1922579,8,0.02295082
1846321,8,0.022988506
1821775,8,0.023041475
1807086,8,0.023460411
1922004,8,0.023622047
1821560,8,0.023923445
1922591,8,0.024213075
1829008,8,0.024242424
2000483,8,0.024464832
1907537,8,0.024590164
1946557,8,0.024657534
2028426,8,0.024691358
1937612,8,0.024725275
2041970,8,0.024734982
2021744,8,0.024774775
1953525,8,0.024793388
1922666,8,0.024930748
1828942,8,0.025069638
1821829,8,0.025125628
1921813,8,0.025210084
2039616,8,0.025236593
2055062,8,0.025270758
1903152,8,0.025316456
2025046,8,0.025380711
1820609,8,0.025423729
2114936,8,0.025559105
2039612,8,0.025641026
2115025,8,0.025806452
1954978,8,0.025806452
2041788,8,0.025925926
2000750,8,0.026011561
2043250,8,0.026229508
1921840,8,0.026455026
2140003,8,0.026666667
1828974,8,0.026809651
2039408,8,0.026923077
2100139,8,0.027303754
1856346,8,0.02739726
1920550,8,0.027491409
1941415,8,0.027607362
2042882,8,0.027700831
2125758,8,0.028503563
1844136,8,0.028735632
1922649,8,0.029023747
2113839,8,0.029411765
1807056,8,0.029605263
2043084,8,0.02962963
2021628,8,0.02972973
2042996,8,0.029739777
2126031,8,0.029801325
1828571,8,0.03003003
2125865,8,0.030136986
2125677,8,0.030150754
1922169,8,0.030418251
2114981,8,0.030716724
2043106,8,0.030812325
2100155,8,0.031152648
2114824,8,0.03125
1919004,8,0.03125
1856302,8,0.03125
1819521,8,0.031496063
1821822,8,0.031578947
1754085,8,0.031578947
1926789,8,0.031620553
2038483,8,0.03164557
1922642,8,0.031700288
1946626,8,0.031746032
2114200,8,0.03202847
1821788,8,0.032085561
2100134,8,0.032163743
2105555,8,0.032258065
1922761,8,0.032345013
2125362,8,0.032663317
1829075,8,0.032967033
1855925,8,0.032967033
1828820,8,0.033333333
2139901,8,0.033333333
2030148,8,0.033557047
1937490,8,0.033834586
2122416,8,0.033962264
2025686,8,0.034090909
2105661,8,0.03514377
2021540,8,0.035714286
1828149,8,0.035812672
2031066,8,0.035842294
1820573,8,0.036231884
1920560,8,0.036407767
1828466,8,0.038095238
2100355,8,0.038461538
1946607,8,0.038709677
2048018,8,0.039325843
2011117,8,0.039840637
1761249,8,0.039877301
2043022,8,0.04
1922639,8,0.040431267
1842074,8,0.040441176
1946442,8,0.040625
2125868,8,0.040767386
2024584,8,0.040816327
1761251,8,0.041198502
2039445,8,0.041522491
2114808,8,0.042168675
2030313,8,0.042183623
1754054,8,0.042194093
2123024,8,0.04245283
2017950,8,0.043859649
2054968,8,0.044728435
2021871,8,0.044736842
1841792,8,0.044827586
1931800,8,0.044897959
2125906,8,0.04494382
1914613,8,0.045454545
1821744,8,0.045685279
1856394,8,0.045731707
2125727,8,0.046153846
1922697,8,0.046242775
1949922,8,0.046332046
2113981,8,0.046428571
1855978,8,0.04691358
2125924,8,0.046979866
1946599,8,0.047021944
2037658,8,0.047058824
1946537,8,0.047222222
1937714,8,0.047272727
1828902,8,0.047477745
1946493,8,0.047619048
2022168,8,0.047619048
1947295,8,0.047770701
2104532,8,0.048109966
1927550,8,0.048387097
1943041,8,0.048780488
1922694,8,0.049019608
1820640,8,0.049107143
2039288,8,0.049180328
1842096,8,0.049342105
1954967,8,0.051873199
1806698,8,0.052054795
1912753,8,0.052132701
1922560,8,0.053571429
1954776,8,0.054151625
1828010,8,0.054830287
1921726,8,0.055194805
2105723,8,0.055350554
1954923,8,0.055393586
2125764,8,0.055727554
2125703,8,0.055865922
2037360,8,0.056910569
1821766,8,0.057291667
1842287,8,0.05734767
2115008,8,0.057971014
1750038,8,0.059288538
2105726,8,0.06116208
2120888,8,0.061452514
2039637,8,0.061538462
1956193,8,0.063106796
1806908,8,0.063897764
2022055,8,0.064864865
2121898,8,0.065454545
1828288,8,0.067010309
2039606,8,0.067484663
1822030,8,0.068852459
1946650,8,0.069069069
2105721,8,0.070175439
1937778,8,0.07079646
1928820,8,0.071428571
2042416,8,0.07165109
2043324,8,0.071684588
2043302,8,0.072100313
1921485,8,0.073248408
2114952,8,0.073394495
2043237,8,0.073394495
2125913,8,0.075757576
1754014,8,0.076271186
1903423,8,0.076335878
1937738,8,0.077441077
1946553,8,0.077738516
1922072,8,0.077821012
1820666,8,0.080168776
2025257,8,0.083870968
2125798,8,0.08719346
2105635,8,0.088050314
2112689,8,0.094076655
1922202,8,0.097457627
2125872,8,0.100478469
1821794,8,0.119617225
2125483,8,0.133333333
2032292,8,0.136627907
1806323,8,0.147147147
1856189,8,0.160120846
2138250,8,0.180327869
1824258,8,0.219607843
1954836,8,0.320634921
2021744,9,0.004504505
2022036,9,0.004878049
1921840,9,0.005291005
1828149,9,0.005509642
1828820,9,0.005555556
2125703,9,0.005586592
1922642,9,0.005763689
1828869,9,0.005797101
1922551,9,0.005813953
2039634,9,0.005934718
1955109,9,0.006097561
1941415,9,0.006134969
2125727,9,0.006153846
1753681,9,0.006309148
2021585,9,0.006309148
2032122,9,0.006329114
1954259,9,0.006349206
1921485,9,0.006369427
2025257,9,0.006451613
1946607,9,0.006451613
1828993,9,0.006451613
1914613,9,0.006493506
1842096,9,0.006578947
1807056,9,0.006578947
2039605,9,0.00660066
2039610,9,0.006802721
2024584,9,0.006802721
2114200,9,0.007117438
2125758,9,0.007125891
2113981,9,0.007142857
2043324,9,0.007168459
2105555,9,0.007168459
1922591,9,0.007263923
1855925,9,0.007326007
1842074,9,0.007352941
1820685,9,0.007490637
2105489,9,0.007751938
1821666,9,0.007874016
2021693,9,0.007936508
1922761,9,0.008086253
2125798,9,0.008174387
1829075,9,0.008241758
1953525,9,0.008264463
1914771,9,0.008298755
1754014,9,0.008474576
2000847,9,0.008547009
1854494,9,0.008583691
2021713,9,0.008797654
1807086,9,0.008797654
2100355,9,0.00887574
1820640,9,0.008928571
2038029,9,0.008955224
2039583,9,0.009063444
1900210,9,0.009090909
2125913,9,0.009090909
2021874,9,0.009111617
2000599,9,0.009118541
1856394,9,0.009146341
2105726,9,0.009174312
1806874,9,0.009202454
2042416,9,0.009345794
1848789,9,0.009404389
1806889,9,0.009433962
2114660,9,0.009463722
1946493,9,0.00952381
2054968,9,0.009584665
2125868,9,0.009592326
2022023,9,0.009615385
2025162,9,0.009646302
1954978,9,0.009677419
1920560,9,0.009708738
2138250,9,0.009836066
2125924,9,0.010067114
2114974,9,0.010135135
1821744,9,0.010152284
2100343,9,0.010204082
2100139,9,0.010238908
1856346,9,0.010273973
2054920,9,0.010416667
1856302,9,0.010416667
1922004,9,0.010498688
1922180,9,0.01056338
1821788,9,0.010695187
1820573,9,0.010869565
2125865,9,0.010958904
2043084,9,0.011111111
1829004,9,0.011173184
1922291,9,0.01119403
1937490,9,0.011278195
2021900,9,0.011331445
2025686,9,0.011363636
1828910,9,0.011363636
1922169,9,0.011406844
2125528,9,0.011428571
2113955,9,0.011450382
1844136,9,0.011494253
2000750,9,0.011560694
1922758,9,0.011560694
1954923,9,0.011661808
2043095,9,0.01179941
1819521,9,0.011811024
1856384,9,0.012232416
2043237,9,0.012232416
2105254,9,0.012232416
2125684,9,0.012285012
1946442,9,0.0125
2043302,9,0.012539185
2125362,9,0.012562814
2125677,9,0.012562814
2042700,9,0.012658228
1922202,9,0.012711864
1921726,9,0.012987013
1753900,9,0.013071895
1922579,9,0.013114754
1921576,9,0.013289037
1937738,9,0.013468013
2022055,9,0.013513514
1753983,9,0.013574661
1901733,9,0.013605442
1760993,9,0.01369863
1937612,9,0.013736264
1920550,9,0.013745704
1821775,9,0.013824885
1922666,9,0.013850416
2043106,9,0.014005602
1946553,9,0.014134276
1806593,9,0.014184397
2022190,9,0.014184397
1928820,9,0.014285714
1842287,9,0.014336918
2125872,9,0.014354067
1937714,9,0.014545455
2125295,9,0.014792899
2042996,9,0.014869888
1955062,9,0.01497006
2125921,9,0.01497006
1946650,9,0.015015015
2105721,9,0.015037594
1937251,9,0.015151515
2125733,9,0.015243902
1920529,9,0.01532567
1934285,9,0.015384615
2039408,9,0.015384615
2105251,9,0.015384615
1821841,9,0.015384615
1806607,9,0.015625
1821780,9,0.015625
2037658,9,0.015686275
1821822,9,0.015789474
2038483,9,0.015822785
1828466,9,0.015873016
1922658,9,0.015923567
1806908,9,0.015974441
1946619,9,0.016
1820531,9,0.016
2039612,9,0.016025641
2043104,9,0.016129032
2115025,9,0.016129032
2043250,9,0.016393443
1946557,9,0.016438356
2125606,9,0.016759777
1921813,9,0.016806723
2022168,9,0.016806723
2048018,9,0.016853933
1754054,9,0.016877637
1820666,9,0.016877637
1820609,9,0.016949153
2114911,9,0.016949153
2104532,9,0.017182131
1806664,9,0.017241379
2114892,9,0.017241379
1841792,9,0.017241379
1806904,9,0.017605634
2125748,9,0.017632242
2125483,9,0.017777778
1806323,9,0.018018018
1828571,9,0.018018018
1954776,9,0.018050542
1955049,9,0.018126888
1829008,9,0.018181818
2021791,9,0.018237082
2039354,9,0.018315018
1922398,9,0.018348624
1922649,9,0.018469657
2041788,9,0.018518519
1754092,9,0.018518519
2028397,9,0.018656716
1806815,9,0.01875
1946599,9,0.018808777
2123024,9,0.018867925
1954836,9,0.019047619
2114936,9,0.019169329
1954946,9,0.019230769
1949922,9,0.019305019
1946537,9,0.019444444
1828942,9,0.019498607
2125510,9,0.019662921
1855978,9,0.019753086
2126031,9,0.01986755
2140003,9,0.02
1821829,9,0.020100503
1954967,9,0.020172911
1922697,9,0.020231214
2100134,9,0.020467836
1907537,9,0.020491803
1922687,9,0.020725389
1761158,9,0.020746888
1934782,9,0.020833333
1855841,9,0.021201413
2022138,9,0.021604938
2021540,9,0.021978022
2105635,9,0.022012579
2125858,9,0.022038567
1922694,9,0.022058824
2114680,9,0.022082019
1922270,9,0.022151899
2042882,9,0.022160665
2100234,9,0.022364217
1761251,9,0.02247191
2125906,9,0.02247191
2041960,9,0.02266289
1922512,9,0.022727273
2041856,9,0.022727273
2022040,9,0.022792023
2105801,9,0.022875817
2029632,9,0.022988506
2115028,9,0.023166023
1828288,9,0.023195876
1828010,9,0.023498695
1912753,9,0.023696682
1922560,9,0.023809524
1926736,9,0.023880597
1821560,9,0.023923445
1940221,9,0.024096386
1927550,9,0.024193548
2125644,9,0.024193548
1956193,9,0.024271845
1761249,9,0.024539877
2039606,9,0.024539877
2041970,9,0.024734982
2125764,9,0.024767802
1842678,9,0.025423729
2121898,9,0.025454545
1947295,9,0.025477707
1846321,9,0.025862069
1822030,9,0.026229508
1937778,9,0.026548673
2139901,9,0.026666667
2025349,9,0.026755853
1822567,9,0.026785714
1912474,9,0.027173913
1824258,9,0.02745098
2114952,9,0.027522936
2039445,9,0.027681661
1761008,9,0.027681661
1828822,9,0.028213166
1806705,9,0.028268551
1943041,9,0.028455285
1931800,9,0.028571429
2032292,9,0.029069767
2113839,9,0.029411765
1956114,9,0.029411765
2039288,9,0.029508197
1828902,9,0.029673591
2023234,9,0.029761905
2043022,9,0.030769231
2105718,9,0.031073446
1922072,9,0.031128405
1821766,9,0.03125
1946626,9,0.031746032
2030313,9,0.032258065
2031066,9,0.032258065
1922639,9,0.032345013
2114808,9,0.03313253
1754085,9,0.035087719
1723734,9,0.035555556
1919004,9,0.035714286
1829071,9,0.036065574
1835309,9,0.036312849
2126023,9,0.036437247
2037360,9,0.036585366
2021871,9,0.036842105
2039637,9,0.036923077
1760894,9,0.037234043
1931724,9,0.037815126
2114789,9,0.038216561
2105661,9,0.038338658
1922598,9,0.03874092
1926789,9,0.039525692
2011117,9,0.039840637
2113803,9,0.039877301
1828974,9,0.040214477
2025046,9,0.040609137
1855886,9,0.041916168
1750038,9,0.043478261
1820686,9,0.0456621
2021628,9,0.045945946
2120888,9,0.047486034
1915780,9,0.049180328
2100155,9,0.049844237
2112689,9,0.052264808
2024020,9,0.060702875
2117073,9,0.066225166
2105723,9,0.066420664
1856189,9,0.069486405
2114824,9,0.0703125
2030148,9,0.070469799
2028426,9,0.074074074
1821794,9,0.076555024
1806698,9,0.076712329
1903423,9,0.091603053
2114981,9,0.102389078
2000865,9,0.103202847
2126059,9,0.112676056
2039616,9,0.113564669
2115008,9,0.123188406
2125940,9,0.12654321
2122416,9,0.132075472
2055062,9,0.133574007
1821753,9,0.167420814
2017950,9,0.171052632
2015554,9,0.172297297
1760831,9,0.208651399
1951688,9,0.224431818
2000388,9,0.351032448
2000483,9,0.357798165
1903152,9,0.462025316
1919326,9,0.562162162
1760884,9,0.581140351
1920560,10,0.004854369
1760831,10,0.005089059
1912474,10,0.005434783
1937612,10,0.005494505
2042882,10,0.005540166
2043106,10,0.005602241
2041960,10,0.005665722
2023234,10,0.005952381
2114952,10,0.006116208
1922398,10,0.006116208
1941415,10,0.006134969
1922270,10,0.006329114
2114789,10,0.006369427
2039612,10,0.006410256
2115025,10,0.006451613
2113839,10,0.006535948
2105801,10,0.006535948
1842096,10,0.006578947
2024584,10,0.006802721
1760993,10,0.006849315
1806664,10,0.006896552
1841792,10,0.006896552
2112689,10,0.006968641
2000865,10,0.007117438
2113981,10,0.007142857
1842287,10,0.007168459
2055062,10,0.007220217
1820573,10,0.007246377
1842074,10,0.007352941
2030313,10,0.007444169
2122416,10,0.00754717
2115028,10,0.007722008
1824258,10,0.007843137
1819521,10,0.007874016
2011117,10,0.007968127
1820531,10,0.008
1919326,10,0.008108108
2037360,10,0.008130081
1931800,10,0.008163265
1907537,10,0.008196721
1953525,10,0.008264463
1842678,10,0.008474576
1922202,10,0.008474576
1951688,10,0.008522727
2039634,10,0.008902077
1919004,10,0.008928571
1855886,10,0.008982036
1753983,10,0.009049774
2000483,10,0.009174312
1761249,10,0.009202454
2113803,10,0.009202454
2125940,10,0.009259259
2100155,10,0.009345794
1946442,10,0.009375
2114680,10,0.009463722
2038483,10,0.009493671
2105661,10,0.009584665
2054968,10,0.009584665
2025046,10,0.010152284
1821744,10,0.010152284
2100343,10,0.010204082
2039610,10,0.010204082
2100139,10,0.010238908
1821841,10,0.01025641
2104532,10,0.010309278
2114892,10,0.010344828
2039445,10,0.010380623
1761008,10,0.010380623
1806607,10,0.010416667
1754085,10,0.010526316
1937714,10,0.010909091
1760884,10,0.010964912
1820685,10,0.011235955
2025686,10,0.011363636
2000847,10,0.011396011
2113955,10,0.011450382
1846321,10,0.011494253
2029632,10,0.011494253
1920529,10,0.011494253
1844136,10,0.011494253
1949922,10,0.011583012
1922072,10,0.011673152
2037658,10,0.011764706
2043095,10,0.01179941
1937778,10,0.01179941
1750038,10,0.011857708
2105254,10,0.012232416
2039606,10,0.012269939
1806874,10,0.012269939
1915780,10,0.012295082
2105251,10,0.012307692
2043302,10,0.012539185
1956114,10,0.012605042
1820609,10,0.012711864
2114936,10,0.012779553
2024020,10,0.012779553
2025162,10,0.012861736
1914613,10,0.012987013
2017950,10,0.013157895
1921840,10,0.013227513
2126031,10,0.013245033
2114974,10,0.013513514
1821753,10,0.013574661
1901733,10,0.013605442
1856346,10,0.01369863
1946557,10,0.01369863
1820686,10,0.01369863
1821775,10,0.013824885
1835309,10,0.01396648
2114200,10,0.014234875
2105555,10,0.014336918
1821794,10,0.014354067
1956193,10,0.014563107
2039354,10,0.014652015
2043084,10,0.014814815
2041788,10,0.014814815
1922291,10,0.014925373
2041856,10,0.015151515
2043237,10,0.01529052
2039637,10,0.015384615
1934285,10,0.015384615
2114824,10,0.015625
1821780,10,0.015625
1946599,10,0.015673981
1806889,10,0.01572327
1821666,10,0.015748031
1821822,10,0.015789474
1946626,10,0.015873016
1947295,10,0.015923567
1954946,10,0.016025641
1821788,10,0.016042781
2043104,10,0.016129032
1921726,10,0.016233766
1943041,10,0.016260163
2043250,10,0.016393443
1806593,10,0.016548463
1921576,10,0.016611296
2025349,10,0.016722408
1937738,10,0.016835017
1754054,10,0.016877637
1754014,10,0.016949153
2126059,10,0.017605634
1946553,10,0.017667845
2125483,10,0.017777778
1820640,10,0.017857143
2031066,10,0.017921147
1900210,10,0.018181818
2042996,10,0.018587361
2042416,10,0.018691589
1806815,10,0.01875
1937490,10,0.018796992
2032122,10,0.018987342
2042700,10,0.018987342
1946607,10,0.019354839
1954978,10,0.019354839
1855978,10,0.019753086
1926789,10,0.019762846
2140003,10,0.02
2105721,10,0.020050125
1821829,10,0.020100503
2030148,10,0.020134228
1927550,10,0.02016129
2114911,10,0.020338983
2032292,10,0.020348837
1920550,10,0.020618557
2105489,10,0.020671835
2100355,10,0.020710059
2054920,10,0.020833333
1955062,10,0.020958084
1946650,10,0.021021021
1937251,10,0.021212121
1928820,10,0.021428571
2115008,10,0.02173913
2121898,10,0.021818182
1954259,10,0.022222222
1806908,10,0.022364217
2048018,10,0.02247191
2039408,10,0.023076923
2039605,10,0.02310231
2117073,10,0.023178808
1954923,10,0.023323615
2000388,10,0.02359882
1926736,10,0.023880597
1821560,10,0.023923445
2114808,10,0.024096386
2039583,10,0.024169184
2041970,10,0.024734982
1806705,10,0.024734982
1946537,10,0.025
1753681,10,0.025236593
2039616,10,0.025236593
1954776,10,0.025270758
1820666,10,0.025316456
1903152,10,0.025316456
1954836,10,0.025396825
1753900,10,0.026143791
1723734,10,0.026666667
1856384,10,0.027522936
2043022,10,0.027692308
1856302,10,0.027777778
2105718,10,0.028248588
2043324,10,0.028673835
2025257,10,0.029032258
2100134,10,0.029239766
1760894,10,0.029255319
1855925,10,0.029304029
1921813,10,0.029411765
2028397,10,0.029850746
1856189,10,0.03021148
2000599,10,0.030395137
2015554,10,0.030405405
1856394,10,0.030487805
2114981,10,0.030716724
2114660,10,0.031545741
1921485,10,0.031847134
1946619,10,0.032
2039288,10,0.032786885
1806698,10,0.032876712
1912753,10,0.033175355
1914771,10,0.033195021
1922169,10,0.034220532
1854494,10,0.034334764
1946493,10,0.034920635
1822567,10,0.035714286
2126023,10,0.036437247
1761158,10,0.037344398
2000750,10,0.037572254
2123024,10,0.037735849
1903423,10,0.038167939
1806323,10,0.039039039
1955109,10,0.039634146
2139901,10,0.04
1954967,10,0.040345821
1934782,10,0.041666667
1821766,10,0.041666667
2120888,10,0.041899441
1922180,10,0.042253521
1955049,10,0.042296073
1807056,10,0.042763158
1806904,10,0.045774648
1761251,10,0.048689139
1754092,10,0.051851852
1940221,10,0.054216867
1931724,10,0.054621849
1855841,10,0.056537102
2105635,10,0.056603774
2028426,10,0.058641975
2038029,10,0.059701493
2100234,10,0.060702875
2105723,10,0.066420664
2105726,10,0.067278287
1822030,10,0.072131148
1848789,10,0.115987461
1807086,10,0.152492669
2021693,10,0.177248677
1828942,10,0.178272981
1829008,10,0.178787879
2022036,10,0.182926829
2125868,10,0.184652278
2125684,10,0.191646192
1828571,10,0.195195195
2021874,10,0.200455581
1922004,10,0.204724409
1922666,10,0.20498615
2138250,10,0.206557377
2125921,10,0.209580838
2125362,10,0.211055276
1828902,10,0.213649852
1828820,10,0.213888889
2125913,10,0.215151515
1922694,10,0.215686275
2022190,10,0.21749409
1828974,10,0.222520107
1828822,10,0.222570533
2125764,10,0.222910217
2125865,10,0.224657534
2021744,10,0.22972973
1828288,10,0.234536082
1922512,10,0.238636364
2125510,10,0.238764045
2021713,10,0.240469208
2021628,10,0.240540541
1922591,10,0.242130751
1922598,10,0.242130751
1922639,10,0.242587601
1922687,10,0.243523316
2125906,10,0.247191011
2125295,10,0.24852071
2125677,10,0.248743719
1828993,10,0.25483871
2022040,10,0.259259259
1829004,10,0.262569832
2125733,10,0.265243902
2021585,10,0.268138801
1922697,10,0.268786127
2021540,10,0.269230769
1922761,10,0.269541779
2125758,10,0.270783848
2125528,10,0.271428571
1828910,10,0.275568182
1828010,10,0.276762402
2125858,10,0.280991736
1922758,10,0.283236994
1922658,10,0.28343949
1828869,10,0.284057971
2125727,10,0.286153846
1829075,10,0.288461538
2125606,10,0.298882682
2022168,10,0.305322129
1922649,10,0.306068602
2022138,10,0.308641975
2022055,10,0.310810811
1828466,10,0.311111111
2125872,10,0.313397129
2022023,10,0.326923077
2021791,10,0.328267477
2125644,10,0.330645161
2125798,10,0.332425068
1922560,10,0.333333333
1922579,10,0.33442623
2125924,10,0.33557047
2125748,10,0.337531486
2125703,10,0.349162011
2021871,10,0.35
1922551,10,0.351744186
1828149,10,0.360881543
1922642,10,0.365994236
1829071,10,0.370491803
2021900,10,0.450424929
1828010,11,0.005221932
2021871,11,0.005263158
1946619,11,0.005333333
